c_rt1,c_rt2,index,value,w_a1,w_xy_rt,w_z1,w_z2
1.3364636750742864,3.6883274687502627,43,0.4851194620239667,1.2,0.01,0.3000000002981259,0.4
1.291701560958834,3.759079595461504,44,0.5042498898410674,0.9,0.01,0.5752055590617269,0.1
1.4999999968260658,1.822388842329853,45,0.5066985003434119,0.9,0.01,0.4250837370636527,0.1000000018935717
1.2118971665606222,4.162843676175969,46,0.4930815084067851,0.9000000483057867,0.01,0.6952134324340209,0.10159525953077096
1.2593614287792663,3.359260332790342,47,0.5071597615719585,0.9266049448700588,0.01,0.44503570130248465,0.11555361625500904
1.2815673134762424,3.599000487276814,48,0.5124982223658967,1.07454453803102,0.01,0.4161696856144157,0.10000004440568229
1.2162094027121166,3.747442593763494,49,0.5130590395779902,1.1122101028163942,0.01,0.4009371914739192,0.1
1.0568428041033038,0.5497603349548177,50,0.5010604314077195,1.2,0.01,0.3,0.1
1.2332462732581186,1.2723105630782485,51,0.49804494738725563,1.199999999669537,0.01,0.5071149345982359,0.10000000033046297
1.3099612761080537,4.316411407905892,52,0.5102867547692793,1.036648414804457,0.01,0.48253308449501064,0.10257944931476223
1.1768875968147539,3.6999632543362617,53,0.5108107827834333,1.0133240414486475,0.010005917433773454,0.42809102583219727,0.21065110398974557
1.1001301861458823,2.6972195926558884,54,0.5040534491175975,1.1125558730985778,0.010000000000000044,0.47188437077630013,0.1022506802825143
1.1087883720004013,4.9999998292888215,55,0.4950357747535823,0.9942049157492868,0.01,0.3,0.37350033432496826
1.3261699903531068,4.383359893875564,56,0.5114516039745852,0.9020359765233058,0.010000005878673016,0.4422365399891604,0.28085723216644104
1.264112246490912,3.903208734135653,57,0.5040134483683918,1.018520463539159,0.01,0.4767881262109508,0.23264786276763172
1.461712704011594,4.531304641906591,58,0.5013976854373583,0.9,0.01,0.3004172086284014,0.38695268409885253
1.0149667436048018,3.123050022581824,59,0.48454864326698033,0.9192316810144854,0.01,0.5168290798689958,0.39999973622182283
1.2772258927641658,1.0451621831050286,60,0.5035846857310171,1.156528671490915,0.01,0.30000005509028355,0.1000000281264686
1.2927043451068154,4.999999964390476,61,0.5030531026396494,1.199999953138141,0.01,0.3,0.10000000005253867
1.4359934192115418,4.4771430133777335,62,0.5133950768791781,0.9,0.01,0.4655712837131157,0.11456313459875067
1.2903756356268201,4.52051946692427,63,0.5066188751955221,1.0299950014577388,0.01,0.39767274595736,0.22999499666355924
1.0865775699217268,0.7635914866498568,64,0.5064530621681642,0.9150365199245395,0.010000000365714391,0.5050662291998933,0.10000001443989538
0.999725970824973,0.6104582386474592,65,0.4936248240575846,0.9,0.01,0.3,0.39999999882052595
1.196855582775076,0.48707392619627915,66,0.5051170527850456,1.080726316544496,0.01,0.5011740128747129,0.10441677941687806
1.1369029666565433,3.4342933497694625,67,0.5009248299548832,1.0089291023645797,0.01000000568280791,0.543674370017945,0.1
1.303884213719625,3.472655850394561,68,0.5087188180774742,0.9,0.01,0.30000008015896185,0.29974763657370856
1.2375156674369467,3.6760550629650623,69,0.5048486901757894,0.9,0.01,0.3,0.22018523105560062
1.4690653975463033,3.048719590419678,70,0.4999059045490716,0.900000592881808,0.010000014343970543,0.32275786989490296,0.38554020221113056
1.3457192507853661,4.577444681015034,71,0.5063556631357867,0.9,0.010000000000000042,0.5503800946969319,0.1
0.9629229228447084,0.49954283371588554,72,0.48683651340440315,0.900000000000016,0.01,0.6999999999956662,0.1
1.402637649589717,4.368624652185688,73,0.5100362624962022,0.9000000000000292,0.010000053100229703,0.35057128253639336,0.12718789465118116
1.337528812100964,1.3455753689927563,74,0.5109933757532525,0.9,0.010000002285176047,0.43987985650518263,0.1
1.2439286580538411,2.270143539029842,75,0.5076469849278991,0.9051377512314234,0.010000026604864745,0.4081999744270261,0.24653004604378215
1.2979653150467183,1.128702219779331,76,0.5102686628567581,0.9,0.01,0.30001044428034257,0.22416599864350167
1.2330806006570978,0.3546724295858042,77,0.5076039699934733,0.9,0.01,0.36419423322236594,0.24418797659317878
1.2173943503533708,0.9864365306808276,78,0.5124548008377476,0.9548652315627099,0.010000000022982895,0.4250107283473573,0.19094568126770506
1.292979602872229,1.4551754715389942,79,0.5126392612672377,0.9877145888256798,0.01016296249392791,0.40458725312781524,0.1821077870573659
1.1555070076226825,0.8352428188548088,80,0.5093731829497583,1.0448242950949815,0.010000007040103037,0.3009738314023204,0.21635420717488388
1.2495449425095917,2.824371000086119,81,0.5041655389156792,0.9,0.01,0.42369803432715436,0.2689005610754131
1.3257694548190935,1.984003863572757,82,0.5140713989489387,0.9758876426294599,0.010000017569208595,0.4447975971384132,0.19259519509749462
1.3354259851801888,1.7709991618967702,83,0.5120489854356423,1.0162480859086511,0.010000000334631547,0.4559063199878348,0.13220508492387684
1.266752511541616,2.0950695944253965,84,0.5084112053764209,1.04200086717467,0.010063989440315139,0.42655797470706713,0.141185855616751
1.2351574650867383,1.957803294582849,85,0.5069927306281221,0.9179197060357557,0.010812333762828068,0.49157820816755593,0.2153210105951247
1.4504008128999462,1.9356033657682503,86,0.4893822864727622,1.0611709437154098,0.010181452638173324,0.5322401318450775,0.25079452183605944
1.3300746654561855,1.9252203067378106,87,0.5165462649616765,0.9029097160169526,0.010808586662591772,0.35799596549171564,0.22960164499475433
1.3000009194116156,0.7710199352446729,88,0.4929923784609387,0.9,0.010000001146533061,0.6768967492480232,0.1
1.331127174874814,1.7617285022611546,89,0.5163456818452056,0.9523017230549244,0.01,0.3,0.18392120627830738
1.3476757801977062,1.6060118111662527,90,0.5074949677274982,0.9133151988838109,0.01,0.30783803188379616,0.31819383716591176
1.3461783528251172,1.819593426658053,91,0.5087993949843413,1.0575201730833539,0.01,0.3,0.24420802638145983
1.2409234347875993,3.159883272051436,92,0.5047318043481059,1.0577302837719242,0.010584235298603348,0.3074924961508893,0.2573078396679849
1.1759495601958276,4.999999949499096,93,0.5062440743301628,0.9000000015485684,0.01,0.42962021525685756,0.10000000154856832
0.5,2.5910106519053526,94,0.4245650582306968,1.2,0.01,0.7,0.10000000030946041
0.5,0.6333545888147925,95,0.43636537308511025,1.2,0.01,0.3000000029240267,0.10000000115760124
1.3999656563510705,2.0905535789497542,96,0.510252609141312,0.9000008043999903,0.01000000823850335,0.3,0.18538863876158115
1.2316589945018637,0.7839733155557483,97,0.509680616213408,0.943830902256584,0.01,0.4470210948913706,0.20582059886520268
1.287600674213049,0.35154313554076355,98,0.5078185115763917,1.0808848557212662,0.0100000000186095,0.3035743286815217,0.18876802587035407
1.407706463190692,4.99999996636576,99,0.5099089547421892,0.9,0.01,0.47333017057207655,0.21562227102208342
